4.34,5.68,4.91,4.27,4.43,5.16,5.09,4.56,4.42,5.03,5.06,4.61,4.32,4.96,4.94,4.3,5.2,5.4,5.42,5.05,5.08,6.38,4.4
89.2,85.01,85.32,90.16,89.79,88.02,82.31,94.42,90.6,92.62,84.68,95.44,93.44,108.04,86.17,91.32,112.62,212.34,142.62,163.22,233.03,123,192.96
101.21,98.02,104.92,128.15,100.76,97.63,98.92,148.39,100.65,96.56,101.2,152.09,100.99,98.56,101.82,130.89,3.05,2.91,3.03,3.02,2.68,3.21,2.75
